Title	Link	Date	FR_Cit	n_pg	n_hit	n_lives*	n_sheep	n_cattle	n_trampl*	n_graz*	n_sediment*	n_water_qual	Species	Orig_URL	Doc_Type
Endangered and Threatened Wildlife and Plants; Final Designation of Critical Habitat for the Plant Lesquerella Thamnophila (Zapata Bladderpod)	<a href='https://defend-esc-dev.org/ESAdocs/federal_register/citation.result.FR.action?federalRegister.volume=2000andfederalRegister.page=81182andpublication=FR.pdf' target='_blank'>Link</a>	12/22/00	65 FR 81182 81212	32	15	1	0	0	0	13	1	0	Lesquerella thamnophila	<a href='http://www.gpo.gov/fdsys/search/citation.result.FR.action?federalRegister.volume=2000&federalRegister.page=81182&publication=FR' target='_blank'>FWS Link</a>	NA
Endangered and Threatened Wildlife and Plants; Final Designation of Critical Habitat for the Arkansas River Basin Population of the Arkansas River Shiner	<a href='https://defend-esc-dev.org/ESAdocs/federal_register/citation.result.FR.action?federalRegister.volume=2001andfederalRegister.page=18002andpublication=FR.pdf' target='_blank'>Link</a>	4/4/01	66 FR 18002 18034	34	49	4	0	1	1	29	5	9	Notropis girardi	<a href='http://www.gpo.gov/fdsys/search/citation.result.FR.action?federalRegister.volume=2001&federalRegister.page=18002&publication=FR' target='_blank'>FWS Link</a>	NA
NMFS; Endangered Status for White Abalone	<a href='https://defend-esc-dev.org/ESAdocs/federal_register/citation.result.FR.action?federalRegister.volume=2001andfederalRegister.page=29046andpublication=FR.pdf' target='_blank'>Link</a>	5/29/01	66 FR 29046 29055	10	7	0	0	0	0	7	0	0	Haliotis sorenseni	<a href='http://www.gpo.gov/fdsys/search/citation.result.FR.action?federalRegister.volume=2001&federalRegister.page=29046&publication=FR' target='_blank'>FWS Link</a>	NA
"Availability of an Environmental Action Statement and Receipt of an Application for a Permit To Enhance the Survival of the Hawaiian Duck or Koloa and Endangered Hawaiian Goose or Nene through a Safe Harbor Agreement for Umikoa Ranch, HI"	<a href='https://defend-esc-dev.org/ESAdocs/federal_register/citation.result.FR.action?federalRegister.volume=2001andfederalRegister.page=30746andpublication=FR.pdf' target='_blank'>Link</a>	6/7/01	66 FR 30746 30747	2	5	1	0	2	0	2	0	0	Anas wyvilliana; Branta (=Nesochen) sandvicensis	<a href='http://www.gpo.gov/fdsys/search/citation.result.FR.action?federalRegister.volume=2001&federalRegister.page=30746&publication=FR' target='_blank'>FWS Link</a>	NA
Receipt of Application To Amend West Fork Timber Company's Endangered Species Act Incidental Take Permit for Western Washington To Include Canada Lynx and Bull Trout	<a href='https://defend-esc-dev.org/ESAdocs/federal_register/citation.result.FR.action?federalRegister.volume=2001andfederalRegister.page=52638andpublication=FR.pdf' target='_blank'>Link</a>	10/16/01	66 FR 52638 52640	3	4	0	0	0	0	3	1	0	Lynx canadensis; Salvelinus confluentus	<a href='http://www.gpo.gov/fdsys/search/citation.result.FR.action?federalRegister.volume=2001&federalRegister.page=52638&publication=FR' target='_blank'>FWS Link</a>	NA
"Notice of Availability:  Nye County Habitat Conservation Plan for Lands Conveyed at Lathrop Wells, NV"	<a href='https://defend-esc-dev.org/ESAdocs/federal_register/citation.result.FR.action?federalRegister.volume=2002andfederalRegister.page=39737andpublication=FR.pdf' target='_blank'>Link</a>	6/10/02	67 FR 39737 39739	3	3	0	0	0	0	3	0	0	Gopherus agassizii	<a href='http://www.gpo.gov/fdsys/search/citation.result.FR.action?federalRegister.volume=2002&federalRegister.page=39737&publication=FR' target='_blank'>FWS Link</a>	NA
Endangered and Threatened Wildlife and Plants; Designation of Critical Habitat for the Gulf Sturgeon; Final Rule	<a href='https://defend-esc-dev.org/ESAdocs/federal_register/citation.result.FR.action?federalRegister.volume=2003andfederalRegister.page=13370andpublication=FR.pdf' target='_blank'>Link</a>	3/19/03	68 FR 13370 13495	127	64	0	0	2	0	37	14	11	Acipenser oxyrinchus (=oxyrhynchus) desotoi	<a href='http://www.gpo.gov/fdsys/search/citation.result.FR.action?federalRegister.volume=2003&federalRegister.page=13370&publication=FR' target='_blank'>FWS Link</a>	NA
Endangered and Treatened Species: Establishment of Three Additional Manatee Protection Areas in FLorida	<a href='https://defend-esc-dev.org/ESAdocs/federal_register/citation.result.FR.action?federalRegister.volume=2003andfederalRegister.page=16602andpublication=FR.pdf' target='_blank'>Link</a>	4/4/03	68 FR 16602 16641	41	19	0	0	0	0	18	0	1	Trichechus manatus	<a href='http://www.gpo.gov/fdsys/search/citation.result.FR.action?federalRegister.volume=2003&federalRegister.page=16602&publication=FR' target='_blank'>FWS Link</a>	NA
"Endangered and Threatened Wildlife and Plants; Designation of Critical Habitat for Seven Bexar County, TX, Invertebrate Species; Final Rule"	<a href='https://defend-esc-dev.org/ESAdocs/federal_register/citation.result.FR.action?federalRegister.volume=2003andfederalRegister.page=17156andpublication=FR.pdf' target='_blank'>Link</a>	4/8/03	68 FR 17156 17231	77	41	1	0	1	0	34	2	3	Batrisodes venyivi; Cicurina baronia; Cicurina madla; Cicurina venii; Cicurina vespera; Neoleptoneta microps; Rhadine exilis; Rhadine infernalis; Texella cokendolpheri	<a href='http://www.gpo.gov/fdsys/search/citation.result.FR.action?federalRegister.volume=2003&federalRegister.page=17156&publication=FR' target='_blank'>FWS Link</a>	NA
"National Marine Fisheries Service (NMFS), National Oceanic and Atmospheric Administration (NOAA), Commerce.Steller Sea Lion Protection Measures Correction: Correcting amendments."	<a href='https://defend-esc-dev.org/ESAdocs/federal_register/citation.result.FR.action?federalRegister.volume=2003andfederalRegister.page=24615andpublication=FR.pdf' target='_blank'>Link</a>	5/8/03	68 FR 24615 24637	23	3	0	0	0	0	3	0	0	Eumetopias jubatus	<a href='http://www.gpo.gov/fdsys/search/citation.result.FR.action?federalRegister.volume=2003&federalRegister.page=24615&publication=FR' target='_blank'>FWS Link</a>	NA
"Endangered and Threatened Wildlife and Plants; Designation of Critical Habitat for 60 Plant Species from the Islands of Maui and Kahoolawe, HI (3 of 5)"	<a href='https://defend-esc-dev.org/ESAdocs/federal_register/citation.result.FR.action?federalRegister.volume=2003andfederalRegister.page=26033andpublication=FR.pdf' target='_blank'>Link</a>	5/14/03	68 FR 26033 26082	233	118	2	1	23	9	80	1	2	Alectryon macrococcus; Argyroxiphium sandwicense ssp. macrocephalum; Asplenium fragile insulare; Bidens micrantha ssp. kalealaha; Bonamia menziesii; Brighamia rockii; Cenchrus agrimonioides; Centaurium sebaeoides; Clermontia lindseyana; Clermontia oblongifolia ssp. mauiensis; Clermontia samuelii; Colubrina oppositifolia; Ctenitis squamigera; Cyanea copelandii ssp. haleakalaensis; Cyanea glabra; Cyanea grimesiana ssp. grimesiana; Cyanea hamatiflora ssp. hamatiflora; Cyanea lobata; Cyanea mceldowneyi; Cyperus pennatiformis; Cyrtandra munroi; Diellia erecta; Diplazium molokaiense; Dubautia plantaginea ssp. humilis; Flueggea neowawraea; Geranium arboreum; Geranium multiflorum; Gouania vitifolia; Hedyotis mannii; Hesperomannia arbuscula; Hibiscus brackenridgei; Huperzia mannii; Ischaemum byrone; Isodendrion pyrifolium; Kadua coriacea; Kanaloa kahoolawensis; Lipochaeta kamolensis; Lysimachia lydgatei; Melicope adscendens; Melicope balloui; Melicope knudsenii; Melicope mucronulata; Melicope ovalis; Neraudia sericea; Nototrichium humile; Peucedanum sandwicense; Phyllostegia mannii; Phyllostegia mollis; Plantago princeps; Platanthera holochila; Pteris lidgatei; Remya mauiensis; Sanicula purpurea; Schiedea haleakalensis; Sesbania tomentosa; Spermolepis hawaiiensis; Tetramolopium capillare; Tetramolopium remyi; Vigna o-wahuensis; Zanthoxylum hawaiiense	<a href='http://www.gpo.gov/fdsys/search/citation.result.FR.action?federalRegister.volume=2003&federalRegister.page=26033&publication=FR' target='_blank'>FWS Link</a>	NA
Endangered and threatened wildlife and plants; designation of critical habitat for the Blackburn's sphinx moth; final rule	<a href='https://defend-esc-dev.org/ESAdocs/federal_register/citation.result.FR.action?federalRegister.volume=2003andfederalRegister.page=34710andpublication=FR.pdf' target='_blank'>Link</a>	6/10/03	68 FR 34710 34766	58	52	1	0	6	0	42	1	2	Manduca blackburni	<a href='http://www.gpo.gov/fdsys/search/citation.result.FR.action?federalRegister.volume=2003&federalRegister.page=34710&publication=FR' target='_blank'>FWS Link</a>	NA
"Endangered and threatened wildlife and plants; final designations or nondesignations of critical habitat for 101 plant species from the island of Oahu, HI; final rule (5 of 10)"	<a href='https://defend-esc-dev.org/ESAdocs/federal_register/citation.result.FR.action?federalRegister.volume=2003andfederalRegister.page=36149andpublication=FR.pdf' target='_blank'>Link</a>	6/17/03	68 FR 36149 36198	458	178	3	0	37	15	122	0	1	Abutilon sandwicense; Adenophorus periens; Alectryon macrococcus; Asplenium dielfalcatum; Asplenium unisorum; Bonamia menziesii; Cenchrus agrimonioides; Centaurium sebaeoides; Colubrina oppositifolia; Ctenitis squamigera; Cyanea acuminata; Cyanea crispa; Cyanea grimesiana ssp. grimesiana; Cyanea grimesiana ssp. obatae; Cyanea humboldtiana; Cyanea koolauensis; Cyanea longiflora; Cyanea pinnatifida; Cyanea st.-johnii; Cyanea superba; Cyanea truncata; Cyperus pennatiformis; Cyperus trachysanthos; Cyrtandra crenata; Cyrtandra dentata; Cyrtandra polyantha; Cyrtandra subumbellata; Cyrtandra viridiflora; Delissea subcordata; Diellia erecta; Diplazium molokaiense; Dubautia herbstobatae; Eragrostis fosbergii; Eugenia koolauensis; Euphorbia celastroides var. kaenana; Euphorbia deppeana; Euphorbia haeleeleana; Euphorbia herbstii; Euphorbia kuwaleana; Euphorbia rockii; Flueggea neowawraea; Gardenia mannii; Gouania meyenii; Gouania vitifolia; Hesperomannia arborescens; Hesperomannia arbuscula; Hibiscus brackenridgei; Huperzia nutans; Isodendrion laurifolium; Isodendrion longifolium; Isodendrion pyrifolium; Kadua coriacea; Kadua degeneri; Kadua parvula; Labordia cyrtandrae; Lepidium arbuscula; Lipochaeta lobata var. leptophylla; Lobelia koolauensis; Lobelia monostachya; Lobelia niihauensis; Lobelia oahuensis; Lysimachia filifolia; Marsilea villosa; Melanthera tenuifolia; Melicope lydgatei; Melicope pallida; Melicope saint-johnii; Myrsine juddii; Neraudia angulata; Nototrichium humile; Peucedanum sandwicense; Phyllostegia hirsuta; Phyllostegia kaalaensis; Phyllostegia mollis; Phyllostegia parviflora; Plantago princeps; Platanthera holochila; Polyscias gymnocarpa; Pritchardia kaalae; Pteris lidgatei; Sanicula mariversa; Sanicula purpurea; Schiedea hookeri; Schiedea kaalae; Schiedea kealiae; Schiedea nuttallii; Schiedea obovata; Schiedea trinervis; Sesbania tomentosa; Silene lanceolata; Silene perlmanii; Solanum sandwicense; Spermolepis hawaiiensis; Stenogyne kanehoana; Tetramolopium filiforme; Tetramolopium lepidotum ssp. lepidotum; Trematolobelia singularis; Urera kaalae; Vigna o-wahuensis; Viola chamissoniana ssp. chamissoniana; Viola oahuensis	<a href='http://www.gpo.gov/fdsys/search/citation.result.FR.action?federalRegister.volume=2003&federalRegister.page=36149&publication=FR' target='_blank'>FWS Link</a>	NA
Endangered and Threatened Wildlife and Plants; Designation of Critical Habitat for the Preble's Meadow Jumping Mouse (Zapus hudsonius preblei); Final Rule	<a href='https://defend-esc-dev.org/ESAdocs/federal_register/citation.result.FR.action?federalRegister.volume=2003andfederalRegister.page=37276andpublication=FR.pdf' target='_blank'>Link</a>	6/23/03	68 FR 37276 37332	58	39	1	1	1	0	30	6	0	Zapus hudsonius preblei	<a href='http://www.gpo.gov/fdsys/search/citation.result.FR.action?federalRegister.volume=2003&federalRegister.page=37276&publication=FR' target='_blank'>FWS Link</a>	NA
Endangered and Threatened Wildlife and Plants; Final Designation of Critical Habitat for Four Vernal Pool Crustaceans and Eleven Vernal Pool Plants in California and Southern Oregon; (Part 2 of 4)	<a href='https://defend-esc-dev.org/ESAdocs/federal_register/citation.result.FR.action?federalRegister.volume=2003andfederalRegister.page=46733andpublication=FR.pdf' target='_blank'>Link</a>	8/6/03	68 FR 46733 46782	185	142	2	0	4	0	100	3	33	Branchinecta conservatio; Branchinecta longiantenna; Branchinecta lynchi; Castilleja campestris ssp. succulenta; Chamaesyce hooveri; Lasthenia conjugens; Lepidurus packardi; Limnanthes floccosa ssp. californica; Orcuttia inaequalis; Orcuttia pilosa; Orcuttia tenuis; Orcuttia viscida; Tuctoria greenei; Tuctoria mucronata	<a href='http://www.gpo.gov/fdsys/search/citation.result.FR.action?federalRegister.volume=2003&federalRegister.page=46733&publication=FR' target='_blank'>FWS Link</a>	NA
Endangered and Threatened Wildlife and Plants: Establishment of Three Additional Manatee Protection Areas in Florida	<a href='https://defend-esc-dev.org/ESAdocs/federal_register/citation.result.FR.action?federalRegister.volume=2003andfederalRegister.page=46870andpublication=FR.pdf' target='_blank'>Link</a>	8/6/03	68 FR 46870 46917	49	23	0	0	0	0	22	0	1	Trichechus manatus	<a href='http://www.gpo.gov/fdsys/search/citation.result.FR.action?federalRegister.volume=2003&federalRegister.page=46870&publication=FR' target='_blank'>FWS Link</a>	NA
Endangered and Threatened Wildlife and Plants; Designation of Critical Habitat for the Rio Grande Silvery Minnow; Final Rule;	<a href='https://defend-esc-dev.org/ESAdocs/federal_register/citation.result.FR.action?federalRegister.volume=2003andfederalRegister.page=8088andpublication=FR.pdf' target='_blank'>Link</a>	2/19/03	68 FR 8088 8135	49	72	2	0	1	0	48	7	14	Hybognathus amarus	<a href='http://www.gpo.gov/fdsys/search/citation.result.FR.action?federalRegister.volume=2003&federalRegister.page=8088&publication=FR' target='_blank'>FWS Link</a>	NA
"Endangered and Threatened Wildlife and Plants; Final Designation or Nondesignation of Critical Habitat for 95 Plant Species From the Islands of Kauai and Niihau, HI; Final Rule (4 of 8)"	<a href='https://defend-esc-dev.org/ESAdocs/federal_register/citation.result.FR.action?federalRegister.volume=2003andfederalRegister.page=9265andpublication=FR.pdf' target='_blank'>Link</a>	2/27/03	68 FR 9265 9314	365	156	1	1	23	13	117	0	1	Acaena exigua; Achyranthes mutica; Adenophorus periens; Alectryon macrococcus; Asplenium dielpallidum; Bonamia menziesii; Brighamia insignis; Centaurium sebaeoides; Ctenitis squamigera; Cyanea asarifolia; Cyanea recta; Cyanea remyi; Cyanea rivularis; Cyanea undulata; Cyperus pennatiformis; Cyperus trachysanthos; Cyrtandra cyaneoides; Cyrtandra limahuliensis; Delissea rhytidosperma; Delissea undulata; Diellia erecta; Diplazium molokaiense; Dubautia latifolia; Dubautia pauciflorula; Euphorbia haeleeleana; Euphorbia halemanui; Exocarpos luteolus; Flueggea neowawraea; Gouania meyenii; Hesperomannia lydgatei; Hibiscadelphus woodii; Hibiscus clayi; Hibiscus waimeae ssp. hannerae; Ischaemum byrone; Isodendrion laurifolium; Isodendrion longifolium; Isodendrion pyrifolium; Kadua cookiana; Kadua st.-johnii; Kokia kauaiensis; Labordia lydgatei; Labordia tinifolia var. wahiawaensis; Lipochaeta fauriei; Lipochaeta micrantha; Lipochaeta waimeaensis; Lobelia niihauensis; Lysimachia filifolia; Melicope haupuensis; Melicope knudsenii; Melicope pallida; Melicope quadrangularis; Myrsine linearifolia; Nothocestrum peltatum; Panicum niihauense; Peucedanum sandwicense; Phyllostegia knudsenii; Phyllostegia waimeae; Phyllostegia wawrana; Plantago princeps; Platanthera holochila; Poa mannii; Poa sandvicensis; Poa siphonoglossa; Polyscias racemosa; Pritchardia aylmer-robinsonii; Pritchardia napaliensis; Pritchardia viscosa; Pteralyxia kauaiensis; Remya kauaiensis; Remya montgomeryi; Schiedea apokremnos; Schiedea helleri; Schiedea kauaiensis; Schiedea lychnoides; Schiedea membranacea; Schiedea nuttallii; Schiedea spergulina var. leiopoda; Schiedea spergulina var. spergulina; Schiedea stellarioides; Schiedea viscosa; Sesbania tomentosa; Silene lanceolata; Solanum incompletum; Solanum sandwicense; Spermolepis hawaiiensis; Stenogyne campanulata; Vigna o-wahuensis; Viola helenae; Viola kauaiensis var. wahiawaensis; Wilkesia hobdyi; Xylosma crenatum; Zanthoxylum hawaiiense	<a href='http://www.gpo.gov/fdsys/search/citation.result.FR.action?federalRegister.volume=2003&federalRegister.page=9265&publication=FR' target='_blank'>FWS Link</a>	NA
"Designation of Critical Habitat for Three Threatened Mussels and Eight Endangered Mussels in the Mobile River Basin  Mussels in Mobile River Basin, AL"	<a href='https://defend-esc-dev.org/ESAdocs/federal_register/citation.result.FR.action?federalRegister.volume=2004andfederalRegister.page=40084andpublication=FR.pdf' target='_blank'>Link</a>	7/1/04	69 FR 40084 40171	89	39	1	0	4	0	15	8	11	Epioblasma metastriata; Epioblasma othcaloogensis; Lampsilis altilis; Lampsilis perovalis; Medionidus acutissimus; Medionidus parvulus; Pleurobema decisum; Pleurobema furvum; Pleurobema georgianum; Pleurobema perovatum; Ptychobranchus greenii	<a href='http://www.gpo.gov/fdsys/search/citation.result.FR.action?federalRegister.volume=2004&federalRegister.page=40084&publication=FR' target='_blank'>FWS Link</a>	NA
Removing the   Eastern Distinct Population Segment of the Gray Wolf From the List of Endangered and Threatened Wildlife	<a href='https://defend-esc-dev.org/ESAdocs/federal_register/citation.result.FR.action?federalRegister.volume=2004andfederalRegister.page=43664andpublication=FR.pdf' target='_blank'>Link</a>	7/21/04	69 FR 43664 43692	30	39	9	1	2	0	27	0	0	Canis lupus	<a href='http://www.gpo.gov/fdsys/search/citation.result.FR.action?federalRegister.volume=2004&federalRegister.page=43664&publication=FR' target='_blank'>FWS Link</a>	"Proposed Delisting, Recovered"
endangered and threatened wildlife and plants; designation of critical habitat for the colorado butterfly plant	<a href='https://defend-esc-dev.org/ESAdocs/federal_register/citation.result.FR.action?federalRegister.volume=2004andfederalRegister.page=47834andpublication=FR.pdf' target='_blank'>Link</a>	8/6/04	69 FR 47834 47862	29	18	3	0	0	0	14	1	0	Gaura neomexicana var. coloradensis	<a href='http://www.gpo.gov/fdsys/search/citation.result.FR.action?federalRegister.volume=2004&federalRegister.page=47834&publication=FR' target='_blank'>FWS Link</a>	NA
